mid,title,year,genre,company,budget,revenue,runtime
86467,Bel Ami,2012,romance_drama,Rai Cinema_Redwave Films_Protagonist Pictures_19 Entertainment,9000000,8303261,102
76494,What to Expect When You're Expecting,2012,romance_comedy_drama,Alcon Entertainment_Lionsgate_Phoenix Pictures_What to Expect Productions,40000000,79700000,110
81836,To Rome with Love,2012,romance_comedy,Gravier Productions_Medusa Film_Mediapro_Perdido Productions,17000000,73244881,111
212622,Don't Drink the Water,1969,comedy,AVCO Embassy Pictures,0,0,100
72331,Abraham Lincoln: Vampire Hunter,2012,action_fantasy_horror,Twentieth Century Fox Film Corporation_Bazelevs Production_Tim Burton Productions_Abraham Productions_Location Gourmet,69000000,112265139,94
3556,Mad Dog Coll,1961,crime_drama,Thalia Productions,0,0,88
42621,Winning,1969,action_drama,,0,0,123
89874,First Position,2011,comedy_documentary_drama,First Position Films,0,0,90
44877,4.3.2.1,2010,action_thriller_crime_romance,Unstoppable Entertainment_Atlantic Swiss Productions_Veneration Music_Retro-juice Productions,4600000,1163967,117
195056,Beauty #2,1965,,,0,0,66
81115,Wings in the Dark,1935,adventure_romance,Paramount Pictures,0,0,75
68684,Detention,2011,horror_comedy_science fiction,Detention Films,10000000,0,93
27550,Nina Frisk,2007,comedy,,0,0,83
92352,Confession,1937,crime_drama,Warner Bros.,0,0,87
173891,Kind Lady,1935,drama_thriller,Metro-Goldwyn-Mayer (MGM),0,0,76
18150,Planet B-Boy,2008,documentary,,0,0,98
96399,For Greater Glory - The True Story of Cristiada,2012,history_drama,Dos Corazones,12000000,9622846,145
80585,Rock of Ages,2012,comedy_drama_music_romance,New Line Cinema_Offspring Entertainment_Corner Store Entertainment_Material Pictures,75000000,59418613,123
88005,Seeking a Friend for the End of the World,2012,comedy_drama_romance_science fiction,Mandate Pictures_Indian Paintbrush_Anonymous Content_Focus Features,10000000,9636289,101
13042,Presto,2008,animation_family,Pixar Animation Studios,0,0,5
13932,Jack-Jack Attack,2004,adventure_animation_family,Walt Disney Pictures_Pixar Animation Studios,0,0,5
29860,Hollywood Man,1976,,,0,0,107
48747,Jekyll & Hyde,1990,horror_thriller_tv movie,London Weekend Television (LWT)_David Wickes TV,0,0,96
13062,Boundin',2003,animation_family,Walt Disney Pictures_Pixar Animation Studios,0,0,5
13933,One Man Band,2005,animation_family,Pixar Animation Studios,0,0,4
44095,A Map For Saturday,2007,documentary,,0,0,90
28380,The Silent Scream,1979,horror_thriller,American Cinema Releasing,0,0,87
72105,Ted,2012,comedy_fantasy,Universal Pictures_Media Rights Capital_Fuzzy Door Productions,50000000,549368315,106
100046,The Giant Mechanical Man,2012,comedy_drama_romance,,0,0,94
13927,Tin Toy,1988,animation,Pixar Animation Studios,0,0,5
77930,Magic Mike,2012,drama_comedy,Extension 765_Iron Horse Entertainment (II),7000000,167221571,110
67619,Revenge of the Electric Car,2011,documentary,,0,0,90
52639,Blood of the Vampire,1958,horror_science fiction,Artistes Alliance Ltd.,0,0,87
151168,Disneyland Dream,1956,documentary,BTA Films & Video,0,0,35
171108,Disney Sing-Along-Songs: Under the Sea,1990,,,0,0,28
26974,Pulgasari,1985,horror_action_drama_fantasy,Korean Film,0,0,95
24729,The Toughest Man in the World,1984,tv movie_drama,Centerpoint_The Guber-Peters Company,0,0,120
83770,On the Road,2012,adventure_drama,American Zoetrope_France 2 CinÃ©ma_VideoFilmes_Vanguard Films_Canal+_SPAD Films_MK2 Productions_Film4_CinÃ©+_France TÃ©lÃ©visions_Nomadic Pictures_Kramer & Sigman Films_Jerry Leider Company,25000000,8784318,137
50590,Norman,2010,comedy_drama,North by Northwest Entertainment,0,0,97
105795,Joffrey: Mavericks of American Dance,2012,documentary,,0,0,82
95516,Cleanskin,2012,drama_thriller_crime,UK Film Studio,0,0,108
1930,The Amazing Spider-Man,2012,action_adventure_fantasy,Columbia Pictures_Laura Ziskin Productions_Marvel Entertainment,215000000,752215857,136
378452,The Barchester Chronicles,1982,,,0,0,370
148811,Reminiscences of a Journey to Lithuania,1972,documentary,Vaughan Films,0,0,76
23823,Wrong Turn 3: Left for Dead,2009,horror_thriller,Constantin Film_Summit Entertainment_20th Century Fox Home Entertainment,0,0,91
57800,Ice Age: Continental Drift,2012,animation_comedy_adventure_family,Blue Sky Studios_Twentieth Century Fox Animation,95000000,877244782,88
84175,Beasts of the Southern Wild,2012,drama_fantasy,Journeyman Pictures_Court 13 Pictures_Cinereach,1800000,21107746,93
46223,Dangerous Davies,1981,crime_comedy,Incorporated Television Company (ITC)_Inner Circle Films,0,0,120
173580,Dynamite,1929,drama,Metro-Goldwyn-Mayer (MGM),0,0,129
98548,People Like Us,2012,drama,DreamWorks SKG_Touchstone Pictures,16000000,12434778,114
99934,The Flying Fleet,1929,adventure_drama_romance,Metro-Goldwyn-Mayer (MGM),0,0,100
82525,Savages,2012,crime_drama_thriller,Ixtlan_Relativity Media_Onda Entertainment,45000000,82966152,131
25913,Balto II: Wolf Quest,2002,family_animation_adventure,Universal Studios,0,0,75
52311,Candles on Bay Street,2006,tv movie_drama,Hallmark Hall of Fame Productions,0,0,93
208988,The War,2007,documentary_history_war,PBS,0,0,874
57346,Thomas Jefferson,1997,documentary_history,Florentine Films_WETA_American Lives Film Project,0,0,180
66025,Mooz-lum,2011,drama,,0,330048,95
105567,The Union,2012,music_documentary,,0,0,87
31218,The Firm,2009,drama,Vertigo Films,0,0,90
13926,Red's Dream,1987,animation,Pixar Animation Studios,0,0,4
40770,Spirit Camp,2009,comedy_horror,,0,0,0
75810,The Perfect Roommate,2011,tv movie_crime_mystery_thriller,Capital Productions_Thrill Films,0,0,100
59706,The Fatal Hour,1940,mystery_thriller,Monogram Pictures,0,0,68
13929,Geri's Game,1997,animation_family,Pixar Animation Studios,0,0,4
60003,Red Rover,2006,,,0,0,103
103370,Madea's Witness Protection,2012,drama_comedy_crime,"Tyler Perry Company, The",0,0,114
32050,The Black Windmill,1974,thriller_action_crime,Universal Pictures,0,0,106
80468,Some Guy Who Kills People,2011,comedy_horror_thriller,,300000,0,97
51794,Five Minarets in New York,2010,drama,,12000000,0,119
83191,Treasure Island,2012,adventure_tv movie,Kindle Entertainment_MNG Films,0,0,180
80035,The Watch,2012,comedy,Ingenious Film Partners_Ingenious Media_Twentieth Century Fox Film Corporation_Dune Entertainment_21 Laps Entertainment_Dune Entertainment III_Big Screen Productions_Down Productions,68000000,68267862,98
57215,"Drive, He Said",1971,comedy_drama,,0,0,95
193976,The Adventures of Mary-Kate & Ashley: The Case of the Christmas Caper,1995,,,0,0,30
276165,The Adventures of Mary-Kate & Ashley: The Case of the United States Navy Adventure,1997,,,0,0,30
93676,Someday This Pain Will Be Useful to You,2011,drama_comedy,Rai Cinema_Jean Vigo Italia_The 7th Floor_Four of a Kind Productions_Banca Nazionale del Lavoro_Ministero per i Beni e le AttivitÃ  Culturali (MiBAC),8000000,0,96
84165,2 Days in New York,2012,comedy,Senator Film Produktion_TempÃªte Sous Un CrÃ¢ne Productions_Focus Films,8000000,1653792,91
45945,Radio On,1979,drama_thriller_mystery_music_foreign,,0,0,104
50053,2010: Moby Dick,2010,action_adventure_drama_horror_science fiction_thriller,"Asylum, The",0,0,87
183386,Terminal USA,1993,drama_comedy,,0,0,54
43580,The Cat in the Hat,1971,tv movie_animation_family,,0,0,30
61015,"UltraMarathon Man: 50 Marathons, 50 States, 50 Days",2008,documentary,,0,0,109
73567,Killer Joe,2011,crime_drama_thriller,Voltage pictures_Worldview Entertainment_ANA Media_Picture Perfect (I),10000000,3665069,102
172214,Jew SÃ¼ss,1934,,,0,0,105
19575,Bob Funk,2009,comedy,Unified Pictures,0,0,106
148807,"Lost, Lost, Lost",1976,documentary,,0,0,180
14863,Anaconda 3: Offspring,2008,action_horror_thriller,Castel Film Romania,0,0,91
86593,Wild Bill,2011,drama,20ten Media_STS Media,0,0,98
72843,Pete Smalls Is Dead,2010,comedy,,6000000,0,95
78571,Being Flynn,2012,drama,Depth of Field_Focus Features_Tribeca Productions_Corduroy Films,0,540152,102
43852,The Drum,1938,adventure_war,London Film Productions,0,0,104
43858,Elephant Boy,1937,family_adventure_drama,London Film Productions,0,0,80
101325,The Forger,2011,drama,Jetlag Productions_Bahr Productions Inc._Experience Media Studios,0,0,96
102431,A Child's Christmas in Wales,1987,drama_family,Cyprus Films,0,0,55
16716,A Christmas Carol,1999,drama_fantasy,Turner Network Television (TNT)_Hallmark Entertainment,0,0,95
52906,Goodbye Charlie,1964,comedy_science fiction_romance,,0,0,116
13928,Knick Knack,1989,animation,Pixar Animation Studios,0,0,4
13930,For the Birds,2000,animation_family,Pixar Animation Studios,0,0,3
103332,Ruby Sparks,2012,comedy_romance_fantasy_drama,Fox Searchlight Pictures,0,9128263,104
64635,Total Recall,2012,action_science fiction_adventure_thriller,Columbia Pictures_Original Film_Rekall Productions_Prime Focus_Total Recall,125000000,198802074,121
25048,Le Donk & Scor-zay-zee,2009,comedy_documentary_foreign,,0,0,71
73943,388 Arletta Avenue,2011,thriller_horror,Copperheart Entertainment,0,0,87
55680,The Craigslist Killer,2011,drama_thriller,PeaceOut Productions_Silver Screen Pictures_Silverscreen Alta,0,0,95
22059,The Fantastic Four,1994,action_science fiction_adventure,New Horizons_Constantin Film Produktion,1500000,0,90
65035,Bertie and Elizabeth,2002,drama_history_romance,WGBH_Carlton Television_Whitehall Films,0,0,120
103747,The Angels' Share,2012,drama_comedy,Wild Bunch_Les Films Du Fleuve_British Film Institute (BFI)_Entertainment One_Sixteen Films_Urania Pictures S.r.l.,0,7034007,101
75446,Carbon Nation,2011,documentary,,0,0,86
28465,A Dangerous Man,2009,action_adventure_thriller,My Own Worst Enemy,6500000,0,94
37545,Morning of the Earth,1971,adventure_documentary,,0,0,79
73335,Marriage Retreat,2011,comedy_drama_romance,Pure Flix Entertainment,0,0,97
34125,Vampire Journals,1997,horror_thriller,Castel Film Romania_Full Moon Entertainment_Full Moon Studios,0,0,92
109459,A Necessary Death,2008,documentary_drama,,0,0,101
320917,Oranges,2004,romance_drama,Film Victoria,0,0,13
35402,Icarus,2010,action_drama_thriller,Insight Film Studios_Cinetel Films_Icarus BC Productions,0,0,88
80410,In the Name of the King 2: Two Worlds,2011,adventure_fantasy_drama_action,,4500000,0,96
94570,The Kiss,1896,drama_romance,Edison Manufacturing Company,0,0,1
68143,Dick Tracy vs. Cueball,1946,action_crime_mystery,RKO Radio Pictures,0,0,62
102630,Stash House,2012,action_thriller,After Dark Films,2000000,0,95
122924,One in the Chamber,2012,action_thriller,Motion Picture Corporation of America_Mediapro Studios_Throttle Films,6000000,0,91
18443,Decoys 2: Alien Seduction,2007,horror_science fiction,Decoys Production_Alian Girls Films,1500000,0,94
155341,Ax 'Em,1992,horror,2 Smooth Film Productions,0,0,70
58159,The Tortoise and the Hare,1935,animation,Walt Disney Productions_United Artists Pictures,32671,0,9
49084,Steak,2007,comedy_science fiction,,0,0,82
81436,The Legend of Bigfoot,1976,documentary,Palladium Productions,0,0,76
105978,Neil Young Journeys,2012,music_documentary,Clinica Estetico,0,0,87
94548,The Capture of Bigfoot,1979,adventure_horror_science fiction,Studio Film Corp.,0,0,92
100683,Dragon Eyes,2012,drama_action_thriller_crime,Dark Castle Entertainment_Silver Pictures_Signature Pictures_After Dark Films_Autonomous Films_Signature Entertainment,3000000,0,88
59296,"Love, Wedding, Marriage",2011,comedy_romance,120dB Films_Scion Films_Voodoo Production Services_Chydzik Media Group_First Wedding Productions,1,1378,90
13676,The Little Mermaid: Ariel's Beginning,2008,family_animation,DisneyToon Studios,0,0,77
85593,Bag It,2011,documentary_comedy,,0,0,74
37724,Skyfall,2012,action_adventure_thriller,Columbia Pictures,200000000,1108561013,143
77287,The Householder,1963,drama,Merchant Ivory Productions,0,0,100
63988,Forest Warrior,1996,action_family,Nu Image Films_LOT Productions,0,0,93
77953,The Campaign,2012,comedy,Everyman Pictures_Gary Sanchez Productions_Warner Bros._Location Gourmet,0,104907746,85
85414,Brake,2012,action_thriller,Lightning Entertainment_La Costa Productions_Walking West Entertainment,0,0,92
82696,Hope Springs,2012,drama_comedy_romance,Columbia Pictures_Mandate Pictures_Escape Artists_Management 360_Metro-Goldwyn-Mayer (MGM),30000000,114281051,100
38202,Logan's War:  Bound by Honor,1998,action_adventure,,0,0,90
36996,The President's Man: A Line in the Sand,2002,thriller_drama_action,Norris Brothers Entertainment_Washo Brothers Entertainment,0,0,90
84327,The Queen of Versailles,2012,documentary,,0,714544,100
118984,33 Postcards,2011,drama,,0,0,97
20499,The Cutter,2005,action_adventure_thriller,Nu Image Films_North by Northwest Entertainment_Millennium Films,6000000,0,92
100910,Tender Comrade,1943,drama_romance,RKO Radio Pictures,0,0,102
45792,Amish Grace,2010,drama,,0,0,88
314070,"Captain Video, Master of the Stratosphere",1951,adventure_science fiction,Columbia Pictures Corporation,0,0,287
51190,Run Sister Run!,2010,drama,Solar Films inc.,1552334,0,112
77068,War of the Dead,2011,horror_action_adventure,Momentum Films,0,0,86
46888,The One Percent,2006,documentary,,0,0,77
49958,Primal,2010,thriller_horror,,0,0,80
32327,Dreams That Money Can Buy,1947,,,0,0,99
79771,Chillerama,2011,horror_comedy,ArieScope Pictures,0,0,120
68649,Karate Girl,2011,action_foreign,Toei Video Company,0,0,92
84383,I Am Bruce Lee,2012,documentary,,0,0,90
93188,Beloved,2011,drama_romance,Why Not Productions,8978040,0,139
120271,Wagner's Dream,2012,documentary,,0,0,115
75595,Little Birds,2011,drama,Hunting Lane Films_Millennium Entertainment_Polsky Films_Sundial Pictures,0,0,94
78263,In Custody,1994,drama_foreign,Merchant Ivory Productions,0,0,126
77174,ParaNorman,2012,family_animation_adventure_comedy,Focus Features_Laika Entertainment,60000000,107139399,90
82650,Diary of a Wimpy Kid: Dog Days,2012,comedy_family,Fox 2000 Pictures,22000000,77112176,94
40572,How Bruce Lee Changed the World,2009,documentary_foreign,,0,0,120
75680,The PHD movie,2011,comedy,,0,0,65
84203,Goats,2012,comedy,,3000000,0,92
84184,Celeste & Jesse Forever,2012,comedy_drama_romance,Team Todd,0,3094813,91
293094,Aliisa,1970,,,0,0,80
109513,Hit & Run,2012,action_comedy_romance,Primate Pictures_Kim and Jim Productions_Panay Films_Exclusive Media Group,2000000,14400000,100
14196,Garden Party,2008,drama,Lookout Films,0,0,88
109584,Broken,2012,drama,BBC Films_Bill Kenwright Films_Cuba Pictures,0,0,91
73846,The Family Tree,2011,drama_comedy,Entertainment One,0,0,87
14128,Cinderella II: Dreams Come True,2002,family_animation_romance_fantasy,Walt Disney Television Animation_Walt Disney Animation Japan,5000000,0,74
83384,Dark Horse,2011,drama,,0,0,84
84289,Black Roses,1988,horror_music,Shapiro-Glickenhaus Entertainment,0,0,90
76360,6 Days to Air: The Making of South Park,2011,documentary_tv movie,Comedy Central,0,0,42
49526,Premium Rush,2012,crime_action_thriller,Pariah Entertainment Group,35000000,31083599,91
101482,Lonesome,1928,comedy_drama_romance,Universal Pictures,0,0,69
30785,Evil Toons,1992,comedy_horror,,140000,0,90
71864,The Odd Life of Timothy Green,2012,fantasy_drama_comedy_family,Walt Disney Pictures,0,51854875,105
82633,Lawless,2012,crime_drama,The Weinstein Company_Benaroya Pictures_Yucaipa Films_Annapurna Pictures_Pie Films Inc._Red Wagon Entertainment_Revolt Films_Blum Hanson Allen Films,26000000,53676580,115
71668,Piranha 3DD,2012,horror_thriller_comedy,Dimension Films_Mark Canton Productions_Intellectual Properties Worldwide,5000000,8493728,83
89691,ATM,2012,horror_thriller,Buffalo Gal Pictures_The Safran Company_Gold Circle Films,3000000,3010,90
31074,The Wave,1981,drama_family,TAT Communications Company,0,0,44
84340,Sleepwalk with Me,2012,comedy,Sleepwalkers Anonymous,0,0,81
26556,Dara O Briain Talks Funny: Live in London,2008,comedy,,0,0,96
202043,Prime Suspect 3,1993,crime_tv movie_drama,Granada Television,0,0,207
216035,Prime Suspect: Inner Circles,1995,crime_drama_tv movie,WGBH_Granada Television,0,0,102
90061,American Mullet,2001,documentary,,0,0,0
263946,Prime Suspect: The Final Act,2006,drama_crime_tv movie_mystery,,0,0,182
84334,Searching for Sugar Man,2012,documentary_music,Passion Pictures_Red Box Films_Canfield Pictures,0,0,85
77883,The Possession,2012,horror_thriller,Ghost House Pictures_North Box Productions,14000000,85446075,92
127521,6 Bullets,2012,thriller_action_crime,Motion Picture Corporation of America (MPCA)_Rodin Entertainment,10000000,0,115
119698,The Dinosaur Project,2012,tv movie_adventure,Moonlighting Films,0,0,83
79694,The Apparition,2012,horror_thriller,StudioCanal_Dark Castle Entertainment_Warner Bros._Studio Babelsberg Motion Pictures,17000000,9627492,82
83540,Dreams of a Life,2011,drama_documentary_foreign,Cannon and Morley Productions_Soho Moon Pictures,0,0,95
108762,Life for Sale,2011,,Solar Films inc.,0,0,82
376394,To Mars by A-Bomb: The Secret History of Project Orion,2003,documentary,British Broadcasting Corporation (BBC),175000,0,60
263947,Prime Suspect 6: The Last Witness,2004,crime_drama_thriller_tv movie,,0,0,195
215999,Prime Suspect: The Lost Child,1995,drama_crime_tv movie,WGBH_Granada Television,0,0,101
191402,Bigfoot Lives,2007,,,35,0,81
83403,Conception,2011,comedy_romance,,0,0,77
239368,Do We Really Need the Moon?,2011,documentary,,0,0,0
39369,French Film,2008,romance_comedy,APT Films_Met Film Production_IWC Media_Slingshot Productions,0,0,87
27349,The Great Northfield Minnesota Raid,1972,action_western,Universal Pictures_Robertson and Associates,0,0,91
40629,The Mikado,1987,drama_comedy_music_romance_foreign,,0,0,130
83660,Paradise Lost 3: Purgatory,2011,documentary,,0,0,121
84174,Bachelorette,2012,comedy_romance,Gary Sanchez Productions_BCDF Pictures,3000000,11947954,87
83686,The Words,2012,drama_thriller,CBS Films_Also Known As Pictures,6000000,13231461,96
53336,Soldier In The Rain,1963,comedy_drama,Solar Productions,0,0,88
27146,Mr. Freedom,1969,drama_comedy_foreign,Films du Rond-Point_O.P.E.R.A.,0,0,95
189472,La dama boba,2006,,,0,0,0
114150,Pitch Perfect,2012,comedy_music_romance,Brownstone Productions,17000000,115350426,112
77948,The Cold Light of Day,2012,action_thriller,"Summit Entertainment_Intrepid Pictures_Film Rites_Galavis Film_Picture Machine_Fria Luz Del Dia, A.I.E.",20000000,16863583,93
84281,Hello I Must Be Going,2012,drama_comedy_romance,Next Wednesday Productions_Oscilloscope Laboratories_Union Entertainment Group (II)_Skyscraper Films,0,0,95
112090,Branded,2012,science fiction,Lionsgate_TNT_Bomar OOD_Mirumir,0,0,106
85341,The Wild Wild West Revisited,1979,tv movie_western,,0,0,96
37661,Icon,2005,tv movie_action_drama_thriller,Larry Levinson Productions_Hallmark Entertainment_Russian World Studios,0,0,166
130458,The Sugar Curtain,2005,,,0,0,90
89708,Samsara,2011,drama_documentary,Magidson Films,4000000,0,102
67166,Runaway Brain,1995,animation,Walt Disney Pictures,0,0,10
59967,Looper,2012,action_thriller_science fiction,Endgame Entertainment_FilmDistrict_DMG Entertainment_Ram Bergman Productions,30000000,47042000,118
84188,Compliance,2012,drama_thriller_crime,Muskat Filmed Properties_Bad Cop Bad Cop Film Productions_Dogfish Pictures,0,319285,90
122080,Thy Womb,2012,drama_foreign,Centerstage Productions_Film Development Council of the Philippines,0,306,100
87428,That's My Boy,2012,comedy,Columbia Pictures_Happy Madison Productions_Relativity Media,70000000,58058367,116
26505,Arthur and the Revenge of Maltazard,2009,adventure_fantasy_animation_family,Sofica Europacorp_ApipoulaÃ¯_Avalanche Productions_TF1 Films Production_Canal+_EuropaCorp,87000000,0,93
15895,Deathstalker,1983,action_fantasy,Palo Alto Productions_Aries CinematogrÃ¡fica Argentina,0,8890685,80
28218,Deathstalker II,1987,action_adventure_comedy_fantasy,Aries Film International,0,0,85
97795,Emergo,2011,horror_thriller,Magnet Releasing,0,0,80
81215,Kinyarwanda,2011,drama_romance,,400000,0,100
84329,Robot & Frank,2012,science fiction_comedy_drama_crime,Samuel Goldwyn Films_Stage 6 Films_Park Pictures_TBB_Dog Run Pictures_White Hat,2500000,3325038,85
84169,Ai Weiwei: Never Sorry,2012,documentary,,0,181107,91
24421,Stag Night,2008,action_horror_thriller,Film Tiger_Instinctive Film_Rifkin-Eberts,0,0,84
82510,Hollywood Sex Wars,2011,comedy,,0,0,98
96973,Jesus Henry Christ,2012,comedy_family,Red Om Films_Reliance BIG Entertainment_Hopscotch Pictures,0,0,92
16640,Pirates of the Great Salt Lake,2006,action_comedy,Blueshift Entertainment,0,0,86
71679,Resident Evil: Retribution,2012,action_horror_science fiction,Davis-Films,65000000,240159255,95
87825,Trouble with the Curve,2012,drama_romance,Malpaso Productions_Warner Bros.,0,0,111
88075,"Walk Softly, Stranger",1950,crime_drama_romance,RKO Radio Pictures_Vanguard Films_Dore Schary Productions,0,0,81
89455,360,2012,drama_romance,BBC Films,0,1663931,110
148857,Close,2004,,sabotage film GmbH_Zweites Deutsches Fernsehen (ZDF),850000,0,84
157903,Straight Shooting,1917,western,Universal Film Manufacturing Company,0,0,71
43599,Employees' Entrance,1933,drama_romance,First National Pictures,0,0,75
84347,Under African Skies,2012,music_documentary,Radical Media,0,0,102
100529,Lola Versus,2012,comedy,Fox Searchlight Pictures_Groundswell Productions,0,252603,87
68722,The Master,2012,drama,Ghoulardi Film Company_The Weinstein Company_Annapurna Pictures,32000000,28258060,137
85339,More Wild Wild West,1980,tv movie_western,Columbia Broadcasting System (CBS),0,0,94
191600,"John Huston: The Man, the Movies, the Maverick",1989,,,0,0,126
49049,Dredd,2012,action_science fiction,DNA Films_Reliance BIG Entertainment_IM Global_Rena Film_Peach Trees,50000000,41037742,95
179251,We Live Again,1934,drama,"Samuel Goldwyn Company, The",0,0,85
60599,Arbitrage,2012,drama_thriller,Lionsgate_Artina Films_Lucky Monkey Pictures_Green Room Films_Treehouse Pictures_Alvernia Studios_LB Productions_Parlay Films,12000000,35485056,100
98369,Blue Like Jazz,2012,drama_comedy,Ruckus Films,1250000,0,106
129535,Play Girl,1941,comedy_music_romance,RKO Radio Pictures,0,0,77
84190,Detropia,2012,documentary,Loki Films,0,0,93
97933,The Chemical Brothers: Don't Think,2012,music,,0,0,165
53909,The Perfect Murder,1988,thriller_mystery_foreign,,0,0,93
4822,Kismet,1955,adventure_fantasy_romance,Metro-Goldwyn-Mayer (MGM),0,0,103
55723,ChromeSkull: Laid to Rest 2,2011,horror,Dry County Films_Epic Pictures Group,0,0,93
48654,Puckoon,2002,comedy,,0,0,82
19823,Dolan's Cadillac,2009,drama_thriller,Prescience_Minds Eye Entertainment_Footprint Investments,10000000,0,81
112973,A Pig's Tale,1996,adventure_comedy_drama_romance,Propaganda Films_PolyGram Filmed Entertainment,0,0,94
122930,Breathless,2012,comedy_thriller,Anchor Bay,5000000,0,91
128280,Blood Money,2012,action_thriller_foreign,Ambrosia Pictures,2300000,0,106
77016,End of Watch,2012,crime_drama_thriller,Emmett/Furla Films_Exclusive Media Group_Hedge Fund Film Partners_Crave Films_Knightsbridge Entertainment_Le Grisbi Productions_5150 Action,7000000,48126384,109
52432,"High, Wide, and Handsome",1937,western,Paramount Pictures,0,0,110
84348,V/H/S,2012,thriller_horror,The Collective_Bloody Disgusting_8383 Productions,0,100345,116
47059,Boxing Gym,2010,documentary,,0,0,91
47462,Everyone,2004,comedy,TLA Releasing,0,0,90
84892,The Perks of Being a Wallflower,2012,drama_romance,Summit Entertainment_Mr. Mudd Production,13000000,33400000,102
103328,Holy Motors,2012,drama_fantasy,Pandora Filmproduktion_Canal+,0,641100,115
111174,Knuckleball!,2012,documentary,Break Thru Films_Major League Baseball Productions_How Am I Doing Productions_New Mexico Media Partners,0,0,93
91911,Behind the Burly Q,2010,documentary,Mistress Inc.,250000,23859,97
88036,Sparkle,2012,drama_music,TriStar Pictures_Phoenix Pictures_Stage 6 Films_Akil Production Company,14000000,24637469,116
68663,Guilty Hearts,2006,drama_romance,,0,0,180
51996,Thin Ice,2011,crime_drama,ATO Pictures_Werc Werk Works,0,790421,93
75638,Red Lights,2012,thriller,First Generation Films_Antena 3 Films_TelevisiÃ³ de Catalunya TV3_Canal+ EspaÃ±a_Instituto de la CinematografÃ­a y de las Artes Audiovisuales (ICAA)_Millennium Films_Nostromo Pictures_Generalitat de Catalunya - Institut CatalÃ  de les IndÃºstries Culturals (ICIC)_Cindy Cowan Entertainment_La Sexta_Attitude PinÃ­culas y Films A.I.E.,14000000,13551174,119
81830,The Rocky Saga: Going the Distance,2011,documentary,,0,0,120
82675,Taken 2,2012,action_crime_thriller,Twentieth Century Fox Film Corporation_M6 Films_Canal+_Grive Productions_EuropaCorp_CinÃ©+,45000000,376141306,91
82390,The Paperboy,2012,thriller,Lee Daniels Entertainment_Nu Image Films_Benaroya Pictures_Millennium Films,12500000,1353868,107
101803,Sam Peckinpah: Man of Iron,1993,documentary,,0,0,90
83589,Shut Up and Play the Hits,2012,music_documentary,,0,0,105
38719,The Private Life of Don Juan,1934,romance_drama,London Film Productions,0,0,89
97310,One Nine Nine Four,2009,documentary_music,,100,0,90
223195,The Making of a Legend: Gone with the Wind,1988,documentary,Turner Entertainment,0,0,124
270372,In Passing,2011,drama_fantasy_mystery,,0,0,75
128203,Road North,2012,drama_comedy,,0,0,110
82505,House at the End of the Street,2012,horror_thriller,A Bigger Boat_Relativity Media_FilmNation Entertainment,6900000,44287131,101
128564,Attack of the 50 Foot Cheerleader,2012,comedy,Epix_New Horizons Picture,1000000,0,83
86703,2-Headed Shark Attack,2012,horror_action_thriller_science fiction,The Asylum,0,0,90
83670,"Hard, Fast and Beautiful",1951,drama,The Filmakers,0,0,78
127700,The Newest Pledge,2012,comedy,,0,0,85
126509,2016: Obama's America,2012,documentary,,2500000,33400000,87
83801,Presumed Guilty,2011,drama_crime,Nord-Ouest Productions_Canal+_France3 CinÃ©ma,6965576,0,102
79172,Surviving Progress,2011,documentary,,0,0,86
104557,Doughboys,1930,,,0,0,79
64071,Tobor the Great,1954,science fiction,Dudley Pictures Corporation,0,0,77
168217,Lightnin',1925,drama_comedy,Fox Film Corporation,0,0,104
86597,The Tall Man,2012,horror_mystery_thriller,SND_Forecast Pictures_Iron Ocean Films_Radar Films,18200000,0,106
101731,The Magic of Belle Isle,2012,comedy_drama,Castle Rock Entertainment_Revelations Entertainment_Magnolia Pictures_Voltage Pictures_Firebrand Productions_Summer Magic,0,102388,109
74830,The Lie,2011,drama_comedy,,0,0,80
82096,The Painted Veil,1934,romance_drama,Metro-Goldwyn-Mayer (MGM),947000,1120000,85
80271,LOL,2012,drama_comedy_romance,Double Feature Films_Mandate Pictures_PIC Agency_Lol Productions,11000000,0,97
110146,The Sapphires,2012,comedy_drama,Goalpost Pictures,0,0,103
142585,That Certain Summer,1972,tv movie_drama,Universal TV,0,0,73
84342,Something from Nothing: The Art of Rap,2012,documentary,Vivendi Entertainment,0,288312,106
15936,Just Add Water,2008,comedy_drama,,0,0,95
131360,Upstream,1927,,Fox Film Corporation,0,0,60
124423,The Living Skeleton,1968,horror,Shochiku,0,0,81
81678,Madonna of the Seven Moons,1945,drama_mystery,Gainsborough Pictures,0,0,110
41996,The Man in Grey,1943,drama_history_romance,The Rank Organisation,0,0,116
10089,Evil Bong,2006,comedy_horror,,0,0,86
84577,7 Below,2012,horror,Efish Entertainment_Vitamin A Films_Silver Moonlight Productions_PalmStar Entertainment_Barking Fish Entertainment,6000000,0,90
70667,Kon-Tiki,2012,adventure_history,Film i VÃ¤st_Recorded Picture Company (RPC)_Roenbergfilm_Nordisk Film Production_DCM Productions_Stunt Bros,16600000,0,118
101267,Katy Perry: Part of Me,2012,documentary_music,Paramount Pictures_Imagine Entertainment_MTV Films_Insurge Pictures,12000000,32726956,93
130717,Broadway,1929,music,Universal Pictures,1000000,0,105
